Category,Index,0,1,2,3
Bins,"[0.0, 0.01]",0.0030400000000000067,0.0,0.0,0.00046
Bins,"[0.01, 0.02]",0.012299999999999835,0.0,0.0002,0.003560000000000008
Bins,"[0.02, 0.03]",0.024379999999999343,0.00036,0.0014200000000000024,0.009299999999999958
Bins,"[0.03, 0.04]",0.03871999999999876,0.00456000000000001,0.0028800000000000063,0.015079999999999722
Bins,"[0.04, 0.05]",0.041339999999998656,0.011839999999999854,0.004920000000000011,0.01955999999999954
Bins,"[0.05, 0.06]",0.03723999999999882,0.024859999999999324,0.009399999999999954,0.023559999999999377
Bins,"[0.06, 0.07]",0.035719999999998885,0.031299999999999065,0.01707999999999964,0.027699999999999208
Bins,"[0.07, 0.08]",0.032959999999999,0.03087999999999908,0.021359999999999466,0.03197999999999904
Bins,"[0.08, 0.09]",0.028959999999999157,0.03111999999999907,0.027459999999999218,0.032299999999999024
Bins,"[0.09, 0.1]",0.02911999999999915,0.03269999999999901,0.03265999999999901,0.03343999999999898
Bins,"[0.1, 0.11]",0.02711999999999923,0.03261999999999901,0.0353199999999989,0.03257999999999901
Bins,"[0.11, 0.12]",0.0254799999999993,0.03211999999999903,0.03923999999999874,0.03269999999999901
Bins,"[0.12, 0.13]",0.02521999999999931,0.03209999999999903,0.039179999999998744,0.030679999999999086
Bins,"[0.13, 0.14]",0.022599999999999416,0.032799999999999004,0.039639999999998725,0.03163999999999905
Bins,"[0.14, 0.15]",0.02277999999999941,0.03263999999999901,0.03849999999999877,0.03057999999999909
Bins,"[0.15, 0.16]",0.02273999999999941,0.031259999999999066,0.04057999999999869,0.028039999999999194
Bins,"[0.16, 0.17]",0.020819999999999488,0.032499999999999016,0.03551999999999889,0.028019999999999195
Bins,"[0.17, 0.18]",0.019959999999999523,0.02839999999999918,0.03345999999999898,0.02643999999999926
Bins,"[0.18, 0.19]",0.01999999999999952,0.02815999999999919,0.030159999999999108,0.02449999999999934
Bins,"[0.19, 0.2]",0.018699999999999575,0.025579999999999294,0.02863999999999917,0.023339999999999386
Bins,"[0.2, 0.21]",0.017779999999999612,0.025359999999999303,0.02669999999999925,0.022599999999999416
Bins,"[0.21, 0.22]",0.016939999999999646,0.0229999999999994,0.025119999999999313,0.02275999999999941
Bins,"[0.22, 0.23]",0.017179999999999637,0.022919999999999403,0.022839999999999406,0.019939999999999524
Bins,"[0.23, 0.24]",0.016939999999999646,0.022359999999999425,0.023339999999999386,0.021339999999999467
Bins,"[0.24, 0.25]",0.016699999999999656,0.0205399999999995,0.021139999999999475,0.01909999999999956
Bins,"[0.25, 0.26]",0.015579999999999702,0.021639999999999455,0.020579999999999498,0.018899999999999566
Bins,"[0.26, 0.27]",0.014479999999999747,0.020099999999999518,0.020459999999999503,0.01855999999999958
Bins,"[0.27, 0.28]",0.014419999999999749,0.017199999999999636,0.019259999999999552,0.016459999999999666
Bins,"[0.28, 0.29]",0.014199999999999758,0.017399999999999628,0.017999999999999603,0.016779999999999653
Bins,"[0.29, 0.3]",0.01367999999999978,0.016199999999999676,0.01685999999999965,0.014959999999999727
Bins,"[0.3, 0.31]",0.012799999999999815,0.015699999999999697,0.01687999999999965,0.015259999999999715
Bins,"[0.31, 0.32]",0.013379999999999791,0.015519999999999704,0.0156599999999997,0.014179999999999759
Bins,"[0.32, 0.33]",0.012159999999999841,0.015419999999999708,0.0156399999999997,0.014799999999999734
Bins,"[0.33, 0.34]",0.011979999999999848,0.014059999999999764,0.015239999999999716,0.013979999999999767
Bins,"[0.34, 0.35]",0.011899999999999852,0.013439999999999789,0.013799999999999774,0.012579999999999824
Bins,"[0.35, 0.36]",0.01169999999999986,0.013299999999999795,0.013139999999999801,0.01241999999999983
Bins,"[0.36, 0.37]",0.010999999999999888,0.012099999999999844,0.012499999999999827,0.012299999999999835
Bins,"[0.37, 0.38]",0.01021999999999992,0.012699999999999819,0.012059999999999845,0.011799999999999856
Bins,"[0.38, 0.39]",0.009819999999999936,0.011619999999999863,0.011499999999999868,0.011059999999999886
Bins,"[0.39, 0.4]",0.009399999999999954,0.011079999999999885,0.011659999999999861,0.01095999999999989
Bins,"[0.4, 0.41]",0.010159999999999923,0.011599999999999864,0.009899999999999933,0.010619999999999904
Bins,"[0.41, 0.42]",0.00873999999999998,0.011059999999999886,0.010359999999999914,0.010639999999999903
Bins,"[0.42, 0.43]",0.009079999999999967,0.009999999999999929,0.00899999999999997,0.009539999999999948
Bins,"[0.43, 0.44]",0.00873999999999998,0.00949999999999995,0.010019999999999928,0.009519999999999949
Bins,"[0.44, 0.45]",0.007920000000000014,0.009699999999999941,0.008299999999999998,0.009319999999999957
Bins,"[0.45, 0.46]",0.008619999999999985,0.007980000000000011,0.008619999999999985,0.008479999999999991
Bins,"[0.46, 0.47]",0.008299999999999998,0.008160000000000004,0.007840000000000017,0.008120000000000006
Bins,"[0.47, 0.48]",0.008120000000000006,0.007820000000000018,0.007520000000000018,0.00826
Bins,"[0.48, 0.49]",0.007020000000000017,0.007660000000000018,0.007660000000000018,0.008339999999999997
Bins,"[0.49, 0.5]",0.008040000000000009,0.0069400000000000165,0.007380000000000018,0.007580000000000018
Bins,"[0.5, 0.51]",0.007200000000000017,0.007240000000000017,0.007360000000000018,0.007020000000000017
Bins,"[0.51, 0.52]",0.006640000000000016,0.006400000000000015,0.005740000000000013,0.007420000000000018
Bins,"[0.52, 0.53]",0.0065600000000000155,0.006360000000000015,0.005960000000000014,0.006520000000000015
Bins,"[0.53, 0.54]",0.005500000000000013,0.006400000000000015,0.005700000000000013,0.006060000000000014
Bins,"[0.54, 0.55]",0.005940000000000014,0.005720000000000013,0.005620000000000013,0.005680000000000013
Bins,"[0.55, 0.56]",0.006160000000000014,0.005400000000000012,0.005760000000000013,0.0058200000000000135
Bins,"[0.56, 0.57]",0.006300000000000015,0.005240000000000012,0.005180000000000012,0.006080000000000014
Bins,"[0.57, 0.58]",0.005720000000000013,0.0046800000000000105,0.00446000000000001,0.004720000000000011
Bins,"[0.58, 0.59]",0.005000000000000011,0.004180000000000009,0.004180000000000009,0.00456000000000001
Bins,"[0.59, 0.6]",0.005300000000000012,0.003960000000000009,0.00444000000000001,0.004180000000000009
Bins,"[0.6, 0.61]",0.004860000000000011,0.00448000000000001,0.0034600000000000078,0.004180000000000009
Bins,"[0.61, 0.62]",0.005120000000000012,0.0036600000000000083,0.003160000000000007,0.0039200000000000085
Bins,"[0.62, 0.63]",0.00448000000000001,0.003620000000000008,0.0030600000000000067,0.003900000000000009
Bins,"[0.63, 0.64]",0.0043000000000000095,0.003220000000000007,0.0029600000000000065,0.003860000000000009
Bins,"[0.64, 0.65]",0.00440000000000001,0.0030000000000000066,0.0022600000000000046,0.0036800000000000084
Bins,"[0.65, 0.66]",0.004120000000000009,0.002760000000000006,0.002380000000000005,0.003480000000000008
Bins,"[0.66, 0.67]",0.00440000000000001,0.0022800000000000047,0.002340000000000005,0.0025800000000000055
Bins,"[0.67, 0.68]",0.0037400000000000085,0.0025800000000000055,0.002000000000000004,0.0030000000000000066
Bins,"[0.68, 0.69]",0.0029200000000000064,0.002000000000000004,0.0015800000000000028,0.002740000000000006
Bins,"[0.69, 0.7]",0.003120000000000007,0.0018800000000000036,0.0011200000000000016,0.0025800000000000055
Bins,"[0.7, 0.71]",0.0023000000000000047,0.0018600000000000036,0.0015000000000000026,0.0017800000000000034
Bins,"[0.71, 0.72]",0.0029600000000000065,0.0013600000000000023,0.0011000000000000016,0.0018000000000000034
Bins,"[0.72, 0.73]",0.0026200000000000056,0.001220000000000002,0.0009400000000000012,0.0015000000000000026
Bins,"[0.73, 0.74]",0.002760000000000006,0.0010000000000000013,0.0005,0.0015000000000000026
Bins,"[0.74, 0.75]",0.002320000000000005,0.0008000000000000008,0.0005,0.0015400000000000027
Bins,"[0.75, 0.76]",0.0022000000000000045,0.0004,0.00012,0.0011400000000000017
Bins,"[0.76, 0.77]",0.002100000000000004,0.00024,2e-05,0.0007000000000000005
Bins,"[0.77, 0.78]",0.0018000000000000034,0.00016,0.0,0.0008200000000000008
Bins,"[0.78, 0.79]",0.0018800000000000036,2e-05,0.0,0.00032
Bins,"[0.79, 0.8]",0.0018800000000000036,0.0,0.0,0.00016
Bins,"[0.8, 0.81]",0.0017800000000000034,0.0,0.0,0.00014000000000000001
Bins,"[0.81, 0.82]",0.0015200000000000027,0.0,0.0,0.0
Bins,"[0.82, 0.83]",0.001240000000000002,0.0,0.0,0.0
Bins,"[0.83, 0.84]",0.0011200000000000016,0.0,0.0,0.0
Bins,"[0.84, 0.85]",0.0009600000000000012,0.0,0.0,0.0
Bins,"[0.85, 0.86]",0.0008400000000000009,0.0,0.0,0.0
Bins,"[0.86, 0.87]",0.0007600000000000007,0.0,0.0,0.0
Bins,"[0.87, 0.88]",0.00044,0.0,0.0,0.0
Bins,"[0.88, 0.89]",0.00018,0.0,0.0,0.0
Bins,"[0.89, 0.9]",0.00026000000000000003,0.0,0.0,0.0
Bins,"[0.9, 0.91]",0.0001,0.0,0.0,0.0
Bins,"[0.91, 0.92]",0.0,0.0,0.0,0.0
Bins,"[0.92, 0.93]",0.0,0.0,0.0,0.0
Bins,"[0.93, 0.94]",0.0,0.0,0.0,0.0
Bins,"[0.94, 0.95]",0.0,0.0,0.0,0.0
Bins,"[0.95, 0.96]",0.0,0.0,0.0,0.0
Bins,"[0.96, 0.97]",0.0,0.0,0.0,0.0
Bins,"[0.97, 0.98]",0.0,0.0,0.0,0.0
Bins,"[0.98, 0.99]",0.0,0.0,0.0,0.0
Bins,"[0.99, 1.0]",0.0,0.0,0.0,0.0
Matrix,"0,0",0.2263060723607291,0.3735825171242831,0.23530604144694617,0.3952548940613842
Matrix,"0,1",0.2441786263603891,0.3201913429967192,0.16214836489837137,0.08971109112426348
Matrix,"0,2",0.2659225186889004,0.1452525332019659,0.06562149651237414,0.2665949506782588
Matrix,"0,3",0.1571985806608592,0.11135239200971507,0.16289433053275656,0.3189396384945297
Matrix,"1,0",0.2441786263603891,0.3201913429967192,0.16214836489837137,0.08971109112426348
Matrix,"1,1",0.30534002913680636,0.3302264622457821,0.4185469885460367,0.027320049585810708
Matrix,"1,2",0.28656904448540227,0.1487490665358651,0.1831214918884605,0.08087543967205033
Matrix,"1,3",0.18432409321771837,0.08987027343011128,0.22510088573312628,0.06730202305570124
Matrix,"2,0",0.2659225186889004,0.1452525332019659,0.06562149651237414,0.2665949506782588
Matrix,"2,1",0.28656904448540227,0.1487490665358651,0.1831214918884605,0.08087543967205033
Matrix,"2,2",0.314767934582367,0.08799911828349335,0.08390170830276654,0.25337945717159915
Matrix,"2,3",0.17997784671147476,0.07294213261716184,0.11358099503445372,0.21100043241335928
Matrix,"3,0",0.1571985806608592,0.11135239200971507,0.16289433053275656,0.3189396384945297
Matrix,"3,1",0.18432409321771837,0.08987027343011128,0.22510088573312628,0.06730202305570124
Matrix,"3,2",0.17997784671147476,0.07294213261716184,0.11358099503445372,0.21100043241335928
Matrix,"3,3",0.1535859639200975,0.20819190234644136,0.2622452617042505,0.32404559918120596
Rotation,0,5.578746765019,3.5418689110964428,2.4857226100577314,5.4282518164303175
Rotation,1,1.7183459672002441,1.2427342205187162,2.004504829381861,3.7378293257311697
Rotation,2,4.84313599481303,1.2605006283235791,5.145493408691028,0.5897974690180369
Rotation,3,2.3019502787863377,2.3339991954867028,5.745768082273676,5.29886699291
Rotation,4,1.7003127355499712,4.577560595127365,2.983667984015278,5.3009920463050895
Rotation,5,1.6910139834810574,4.580197178438296,2.9820025065314018,5.302977119465477
OptimalState,Angle,0.15083006422081074,0.03297613467122085,0.0017088594647320932,0.31859365045014737
OptimalState,Visibility,0.9101579153242123,0.7092911932589929,0.6851564096554519,0.8530289150986434
Measures,Distance,0.053862100306996064,0.12437025179426418,0.1129507803904094,0.0574963075057583
Measures,MatrixFidelity,0.9809678022789499,0.9471175287388018,0.9226508638986488,0.9660888301754116
Measures,HistogramFidelity,0.9835914228022228,0.9172178497631,0.9487710065898013,0.9830034051811121
Measures,Covering,0.9693999999999822,0.8982399999999817,0.9073999999999809,0.9576599999999811
Measures,ConcurrenceOriginal,0.25098887285595345,0.0,0.0,0.47228901791864275
Measures,ConcurrenceOpt,0.22544208141226751,0.0,0.0,0.43400491944387165
Measures,CHSHViolationMOriginal,0.0,0.0,0.0,0.2224731748009593
Measures,CHSHViolationMOpt,0.0,0.0,0.0,0.0
